ID,CHURN,Gender,Status,Children,Est Income,Car Owner,Age,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,Usage,RatePlan,LTV
1314,T,M,M,0,62797.9,N,54.446667,8.32,4.28,55.48,0,CH,Budget,Intnl_discount,68.09,3,616.53
1315,T,M,S,1,71329.9,Y,42.233333,14.27,3.55,45.92,0,CC,Budget,Standard,63.75,1,733.06
1316,F,F,S,0,91498.9,N,52,21.52,0,25.35,0,CC,Budget,Standard,46.88,2,492.39
1317,T,M,S,0,3601.71,N,49.266667,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount,125.6,4,1265.27
1318,F,F,S,1,33084.3,Y,50.313333,19.77,0,105.28,0,CH,Budget,Standard,125.05,1,1410.68
1319,T,F,S,0,20913.6,N,53.013333,22.99,7.16,65.77,0,CC,FreeLocal,Standard,95.93,1,881.1
1320,F,M,M,0,62724.5,Y,55,21.99,8.29,52.4,0,Auto,FreeLocal,Standard,82.69,4,781.65
1321,F,F,S,1,49553.9,Y,48,29.94,0,48.6,0,CC,FreeLocal,Standard,78.54,1,944.87
1322,T,F,S,1,540.4,Y,39.213333,12.34,0,7.75,0,Auto,Budget,Intnl_discount,20.1,4,260.73
1323,T,F,M,0,57255.4,N,27,27.05,1.98,78.37,1,CC,FreeLocal,Standard,107.41,1,2109.49
1324,F,F,S,1,71941.5,Y,45,7.99,7.34,87.88,0,CH,FreeLocal,Standard,103.21,3,1144.25
1325,T,F,S,2,72583,Y,22,5.97,8.21,27.12,1,CH,FreeLocal,Standard,41.3,2,1021.66
1326,F,M,M,2,67339.8,N,17.006667,27.83,5.19,48.69,0,CC,FreeLocal,Intnl_discount,81.72,3,2438.29
1327,F,F,M,1,88759.5,N,60,29.3,0,114.62,1,CC,FreeLocal,Standard,143.93,2,1300.83
1328,T,M,M,1,75799.9,N,46.38,22.24,7.02,64.8,0,CC,FreeLocal,Intnl_discount,94.06,2,1056.54
1329,T,F,S,2,15688.5,N,53.06,14.39,0,8.03,0,CC,Budget,Standard,22.42,1,239.61
1330,T,F,S,0,43382.3,N,16.073333,29.67,8.76,99.94,0,CH,FreeLocal,Standard,138.37,4,4312.87
1331,T,M,S,0,2805.01,Y,25,19.93,6.46,11.68,0,CC,FreeLocal,Intnl_discount,38.08,1,908.95
1332,T,F,S,0,5185.31,N,62.053333,16.39,5.99,30.51,0,CC,FreeLocal,Intnl_discount,52.9,3,499.78
1333,T,F,S,0,42000,N,16.06,26.01,0,108.44,0,CC,Budget,Standard,134.45,2,4117.18
1334,T,F,S,0,38000,N,22.433333,22.96,8.28,75.27,0,CH,Budget,Intnl_discount,106.53,2,2441.25
1335,T,F,M,1,81641.2,Y,19,13.93,6.61,78.21,0,CC,FreeLocal,Standard,98.76,2,2604.92
1336,F,F,M,2,80087.7,N,41.92,8.74,0,22.82,0,CC,FreeLocal,Standard,31.56,4,397
1337,F,F,M,2,59691.3,N,38.04,21.94,0,256.7,0,CC,Budget,Standard,278.65,3,4001.52
1339,T,F,S,2,11251.1,Y,43,28.42,0,113.48,0,CC,FreeLocal,Standard,141.91,2,1819.54
1341,T,M,M,0,70908.7,N,49.62,7.7,4.55,43.2,0,CC,FreeLocal,Standard,55.47,1,556.59
1342,T,M,S,0,94928.3,N,40.18,14.42,5.61,73.74,0,CC,FreeLocal,Standard,93.78,1,1218.58
1344,F,F,M,2,50622.3,N,40.46,20.45,2.07,90.19,0,Auto,FreeLocal,Standard,112.72,3,1670.03
1346,T,M,M,0,78000,Y,50,16.2,4.27,18.84,0,CH,FreeLocal,Intnl_discount,39.32,2,416.83
1350,T,M,M,1,78000,Y,52.266667,29.55,0,62.81,0,CH,Budget,Standard,92.37,2,887.61
1352,F,F,S,2,93559.1,N,57.62,1.52,0,29.9,0,CC,Budget,Standard,31.42,4,299.79
1353,T,F,M,1,56722.8,N,60.593333,17.37,6.21,51.17,0,CC,FreeLocal,Standard,74.77,4,700.35
1355,F,M,M,1,80000,N,39,0,0,3.22,0,CC,Budget,Intnl_discount,3.22,2,41
1356,T,F,S,2,3416.62,Y,22.76,18.97,0,104.73,0,CC,Budget,Standard,123.7,2,3233.53
1357,F,F,M,0,73069.1,Y,55.633333,0.17,0,10.22,0,Auto,Budget,Standard,10.39,4,96.73
1358,T,M,M,0,80000,Y,53.213333,15.27,0,25.62,0,CC,FreeLocal,Standard,40.9,4,436.33
1359,F,F,M,2,8032.16,N,45.666667,29.68,0,59.08,0,CC,FreeLocal,Standard,88.77,1,1048.83
1360,F,F,S,0,93454.3,Y,48.533333,18.94,0,25.18,0,Auto,FreeLocal,Standard,44.13,1,516.97
1361,T,M,M,0,5745,Y,15.38,26.4,0,17.71,0,CC,FreeLocal,Standard,44.11,3,1432.54
1362,F,F,S,0,83287,N,60,0.41,7.35,208.19,0,Auto,Budget,Standard,215.96,1,1827.75
1363,F,F,S,0,92564.1,Y,49.133333,23.17,0,51.68,0,Auto,FreeLocal,Standard,74.86,1,893.55
1365,T,M,S,0,70000,Y,48,4.91,3.14,82.19,0,CH,Budget,Intnl_discount,90.25,3,1087.2
1367,F,F,M,2,48322.5,Y,49.333333,6.69,0,43.6,0,CC,FreeLocal,Standard,50.29,2,554.06
1369,F,M,S,2,78373.5,N,35.346667,6.97,8.91,184.02,0,Auto,Budget,Standard,199.91,2,3392.9
1370,F,F,M,2,81913.8,Y,49.66,6.7,0,46.33,0,CC,FreeLocal,Standard,53.03,2,623.93
1373,T,F,S,0,919.93,N,38.26,27.28,0,93.42,0,CH,Budget,Standard,120.71,2,1780.59
1374,F,F,M,2,69486.8,N,30.946667,7.72,0,9.39,1,CC,Budget,Standard,17.11,1,305.22
1375,F,F,M,2,24482.8,N,33.533333,0,0,2,0,CH,Budget,Intnl_discount,2,1,33.46
1377,F,F,M,0,14573.6,N,64.606667,26.61,0,236.97,0,CC,Budget,Standard,263.58,4,2428.12
1378,F,F,M,2,92103.8,N,52.153333,7.42,0,7.43,0,CC,Budget,Standard,14.86,2,164.1
1379,T,F,S,2,8392.14,Y,36.68,25.03,7.33,54.8,0,CH,Budget,Intnl_discount,87.16,3,1233.72
1380,T,F,S,0,17138.2,N,63.786667,20.01,0,84.67,0,CC,FreeLocal,Intnl_discount,104.69,4,894.5
1382,F,F,M,2,47010.1,N,57.406667,2.54,0,164.76,0,CC,Budget,Intnl_discount,167.31,1,1484.79
1384,F,F,D,1,67239.4,N,44.433333,12.89,0,53.81,0,Auto,FreeLocal,Intnl_discount,66.7,4,767.48
1385,T,M,M,1,69406.7,Y,46.826667,6.9,7.21,128.1,1,CC,FreeLocal,Standard,142.23,4,1459.84
1387,F,F,M,2,83259.3,N,50.88,0,0,4.46,0,CC,Budget,Standard,4.46,1,50.85
1394,F,F,M,2,2185.6,N,52.513333,7.12,0,20.95,1,CH,Budget,Standard,28.07,3,289.14
1396,T,M,M,1,76511.3,N,62.08,21.68,3.46,17.37,0,CC,FreeLocal,Standard,42.52,3,393.41
1398,T,F,M,1,35000,N,22,27,0,8.84,0,CH,FreeLocal,Standard,34.61,3,853.03
1399,F,F,M,2,11234.7,Y,49.046667,0.69,0,112.72,0,CC,Budget,Standard,113.42,3,1296.98
1401,F,F,M,2,36660.9,Y,39.96,0,0,3.36,1,CH,Budget,Intnl_discount,3.36,3,40.64
1403,F,F,M,2,68462.8,N,34.4,24.39,5.93,60.51,0,CC,FreeLocal,Standard,90.84,4,1345.67
1406,F,F,M,2,72841.3,N,47.02,10.36,0,72.16,0,CC,Budget,Standard,82.53,3,1052.04
1407,F,F,M,2,63670.8,Y,46.146667,27.39,0,51.47,0,Auto,FreeLocal,Standard,78.87,2,904.25
1408,T,M,S,0,66666,N,77,29.73,5.24,35.73,0,CC,Budget,Standard,70.7,3,464.38
1409,F,F,S,1,77000,Y,45.486667,20.44,0,100.08,0,Auto,Budget,Standard,120.53,2,1579.9
1410,F,M,M,0,12387.6,N,56.173333,2,0,65.93,0,Auto,FreeLocal,Standard,93.85,2,924.74
1412,F,F,M,1,82931.3,N,64.64,19.24,0,118,0,Auto,FreeLocal,Standard,137.25,2,1051.18
1413,F,F,M,2,57483.9,N,44.026667,17.01,0,27.29,0,CH,Budget,Standard,44.3,3,540.14
1415,T,F,S,2,21274,N,45.526667,10.87,0,32.43,0,Auto,FreeLocal,Standard,43.31,3,487.4
1416,F,F,M,2,28267,N,30.093333,21.87,0,192.53,0,CC,FreeLocal,Standard,214.41,4,3767.92
1418,F,F,M,2,36725.1,N,55.793333,8.65,9.22,77,0,CH,Budget,Standard,94.88,3,876.7
1422,T,M,S,1,94188.3,N,57.546667,20.86,0.86,19.78,0,CC,Budget,Standard,41.51,3,355.61
1425,F,F,M,2,91861,Y,41.98,15.32,0,6.74,0,CC,Budget,Standard,22.06,2,290.09
1428,T,F,S,1,12374.9,Y,33.493333,17.49,0,106.1,0,Auto,FreeLocal,Standard,123.59,1,1897.54
1429,F,F,M,2,69133.9,Y,26.833333,8.58,0,37.73,0,CH,FreeLocal,Standard,46.32,4,922.19
1431,F,F,M,2,84948,Y,29.446667,11.14,0,12.58,0,CH,FreeLocal,Intnl_discount,23.73,2,469.15
1432,F,F,M,2,30998.8,N,40.96,2.4,0,50.5,0,Auto,Budget,Standard,52.91,1,739.32
1438,F,M,M,2,21416.5,N,35.653333,9.9,9.17,8.53,0,CC,FreeLocal,Intnl_discount,27.61,1,429.41
1442,F,M,M,2,78554.2,N,16.7,5.59,7.26,23.03,0,Auto,Budget,Standard,35.88,4,1194.34
1443,T,M,S,1,3960.5,N,14.693333,29.78,0,66.35,0,Auto,FreeLocal,Standard,96.13,4,3864.07
1445,T,M,M,0,60101.1,Y,63.766667,27.7,6.11,124.14,2,CH,FreeLocal,Standard,157.96,4,1330.31
1446,F,F,M,2,38215.9,N,30.886667,0,0,0.97,0,Auto,Budget,Standard,0.97,2,18.05
1447,T,F,M,1,40120,N,24,30,0,160.42,0,CC,FreeLocal,Standard,176.61,1,4387.27
1448,F,F,M,2,49745.3,N,47.966667,2.84,0,24.44,0,CH,Budget,Intnl_discount,27.28,3,286.76
1450,F,F,M,2,88427,N,13.86,22.46,4.16,43.34,0,CC,Budget,Standard,69.97,3,2967.86
1451,F,F,M,2,98003.7,Y,26.273333,1.03,0,83.39,0,CC,FreeLocal,Intnl_discount,84.42,1,1610.07
1452,T,M,S,0,89142.7,N,53.693333,3.76,8.13,5.01,0,CC,Budget,Intnl_discount,16.91,3,163.61
1453,F,F,S,0,74530.8,N,63.086667,20.89,0.49,106.5,0,Auto,FreeLocal,Intnl_discount,127.89,2,981.32
1455,T,F,S,0,40120,N,24,37,0,262.91,0,CC,Budget,Standard,265.78,3,5439.44
1460,F,F,M,2,76289.2,N,48.206667,22.2,0,82.43,0,CC,Budget,Intnl_discount,104.63,3,1127.8
1462,T,M,M,1,66931.9,N,63.933333,11.72,0.39,5.35,0,CC,Budget,Standard,17.46,3,155.31
1463,T,F,S,0,40120,Y,23,32,0,99.73,0,CC,FreeLocal,Standard,108.3,4,2401.65
1464,T,F,M,1,14085.5,N,24,39,0,26.78,0,Auto,FreeLocal,Intnl_discount,48.08,3,1044.51
1465,T,F,S,0,32962.6,N,21,59,0,154.77,0,CC,Budget,Intnl_discount,168.28,4,4702.51
1466,T,F,S,0,42000,N,22,43,0,61.44,0,CC,Budget,Standard,65.79,4,1509.54
1467,T,F,S,2,43000,N,20,39,0,35.73,0,Auto,Budget,Standard,41.78,1,1055.47
1468,F,F,D,1,77726.4,N,56.72,14,0,9.51,0,Auto,Budget,Intnl_discount,23.52,2,230.25
1469,T,F,S,2,42000,N,18,59,2.22,38.18,0,CC,FreeLocal,Standard,62.95,4,1970.54
1470,T,F,S,1,2800.68,N,45.673333,28.45,0,106.3,0,CC,Budget,Standard,134.75,1,1625.64
1474,F,F,M,2,90271.6,N,44.926667,13.96,0,96.43,0,CC,FreeLocal,Standard,110.4,2,1291.38
1479,F,F,M,2,64816.6,Y,31.126667,21,0,6.87,0,CC,Budget,Standard,27.87,2,452.63
1480,F,F,M,2,98217.1,N,44.98,29.49,0,13.24,0,CC,FreeLocal,Standard,42.74,4,548.76
1482,T,F,S,1,2929.13,N,53.506667,14,0,88.23,0,CH,Budget,Intnl_discount,102.23,3,1115.24
1484,F,F,M,2,41876.6,Y,44.093333,6.78,0,132.65,0,CC,FreeLocal,Standard,139.44,4,1574.76
1485,T,M,M,0,96223.4,Y,64.76,11.81,0.63,5.73,0,CC,FreeLocal,Standard,18.18,2,144.95
1486,T,F,S,0,15989.3,N,61.693333,3.67,0,25.49,1,CC,Budget,Intnl_discount,29.17,3,229.78
1487,T,M,M,0,69168.4,Y,62.426667,14.16,6.01,214.73,0,CC,Budget,Standard,234.91,4,1914.28
1488,F,M,M,1,92148.5,Y,33,2,0,100.9,0,CC,Budget,Intnl_discount,113.68,2,1914.06
1489,F,M,M,0,96681,Y,19.76,2,7.66,40.92,0,CC,Budget,Standard,73.76,2,1951.97
1490,F,M,S,0,62705.9,Y,33,2,0,6.81,0,CC,FreeLocal,Intnl_discount,33.44,2,549.6
1491,F,M,S,0,80221.2,N,29.026667,2,0,49.56,0,Auto,FreeLocal,Standard,50.48,2,1027.72
1492,F,M,S,0,84479.2,N,32,1,0,43.01,0,CC,FreeLocal,Standard,56.23,2,986.78
1493,F,F,M,2,64977.4,N,38.193333,28.11,0,17.66,0,CC,FreeLocal,Standard,45.77,2,692.75
1494,T,F,M,0,77994,N,50.553333,12.4,0,89.62,0,CH,FreeLocal,Standard,102.02,1,1177.6
1495,F,M,M,2,90103.7,N,34.946667,12.23,8.87,45.34,0,CC,Budget,Intnl_discount,66.45,2,996.14
1496,T,F,M,0,59008.4,Y,30.18,12.86,0,18.73,0,CC,Budget,Standard,31.59,1,558.57
1497,F,M,M,2,5265.35,N,52.873333,2.33,5.3,23.46,0,Auto,Budget,Intnl_discount,31.1,4,308.74
1498,F,M,S,1,84978.1,N,21.64,5.03,7.68,76.07,0,CH,FreeLocal,Intnl_discount,88.79,2,2144.22
1499,T,F,M,2,36647.9,N,49.986667,21.41,0,85.96,0,CC,Budget,Intnl_discount,107.38,1,1040.08
1500,T,F,S,0,64319.2,N,41.226667,3.01,0,37.15,0,CH,Budget,Intnl_discount,40.16,1,526.48
1501,F,F,S,1,73338,N,48.246667,20.92,0,9.01,0,Auto,Budget,Intnl_discount,29.93,2,316.28
1502,T,F,S,0,433.74,N,60.746667,3.3,0,40.91,0,CC,FreeLocal,Standard,44.22,1,419.99
1503,F,F,M,2,16962.2,N,45.36,18.6,0,8.96,0,CC,Budget,Standard,27.57,2,347.93
1505,F,M,M,2,10708.3,N,26.026667,20.83,4.85,117.26,0,CH,Budget,Intnl_discount,142.95,4,2948.41
1508,T,F,M,0,2031.61,N,20.3,21.64,0,87.4,0,CC,Budget,Standard,109.04,3,2753.66
1512,F,F,S,2,16938.5,N,43,13.35,0,8.76,0,CH,FreeLocal,Standard,22.11,4,287.01
1515,F,F,M,0,55221,N,47,0.49,0,15.2,0,CC,FreeLocal,Standard,15.69,3,186.95
1516,F,F,M,1,8073.11,N,48,28.7,0,60.35,0,Auto,FreeLocal,Standard,89.05,3,1011.31
1517,F,M,M,0,95448.6,Y,53.68,24.24,0,5.21,0,CH,Budget,Standard,29.46,4,329.2
1518,T,M,S,1,24141.5,Y,17.006667,28.82,0,97.05,0,CC,FreeLocal,Standard,125.87,1,3991.15
1519,F,M,S,2,63152.6,Y,63.173333,29.93,0,40.07,0,CC,Budget,Intnl_discount,70.01,2,554.6
1521,F,M,S,2,72084.7,N,55.64,29.11,0,9.02,0,CC,Budget,Intnl_discount,38.13,2,352.91
1522,F,F,S,0,42760.5,N,52.646667,13.47,0,40.23,0,CC,Budget,Standard,53.7,2,583.48
1523,F,F,S,1,49072,N,62,23.5,0,10.74,0,Auto,Budget,Intnl_discount,34.25,2,287.29
1524,F,F,M,0,27371.8,Y,41,16.14,0,126.55,0,CC,FreeLocal,Standard,142.7,4,1670.77
1528,T,M,M,0,71472.9,N,41.913333,16.02,0,114.2,0,CH,Budget,Standard,130.22,1,1762.79
1529,F,F,M,0,95405.7,N,43,7.74,0,6.21,0,CC,Budget,Standard,13.96,4,189.25
1530,F,F,S,0,95786.8,Y,46,21.33,0,87.46,0,CC,Budget,Standard,108.79,4,1267.27
1532,T,M,S,0,90321.6,N,55.113333,0.87,0,11.52,0,CC,FreeLocal,Intnl_discount,12.39,3,116.27
1533,T,M,S,0,90478.6,N,54.553333,18.02,0,136.47,0,CH,FreeLocal,Standard,154.49,2,1688.62
1534,F,F,M,2,56187,N,55,8.09,0,13.74,0,CH,Budget,Standard,21.83,1,216.48
1537,T,F,S,1,42000,N,24.393333,23.56,0,206.08,0,CC,Budget,Intnl_discount,229.64,2,4950.86
1539,F,M,M,0,9780.66,N,24.546667,2.8,7.27,11.32,1,CC,FreeLocal,Standard,21.39,2,500.49
1542,F,M,M,2,29616,N,49.426667,29.78,0,45.5,0,CH,FreeLocal,Standard,75.29,1,875.29
1544,F,M,M,0,19732.8,N,50.673333,24.81,0,22.44,0,CC,FreeLocal,Standard,47.25,4,551.34
1545,F,M,S,1,41690.5,Y,14.64,2.5,0,28.95,0,CC,FreeLocal,Standard,31.45,2,1153.97
1547,F,M,S,2,96.33,N,56.473333,26.13,0,32.88,1,CC,Budget,Standard,59.01,4,601.81
1550,F,F,M,2,52004.8,N,25.14,5.03,0,23.11,0,CH,Budget,Intnl_discount,28.14,2,652.72
1553,F,M,M,2,53010.8,N,18.84,12.45,0,46.42,4,CC,FreeLocal,Standard,58.87,1,1700.16
1554,F,M,M,1,75004.5,N,64.8,26.52,0,32.19,0,CC,Budget,Intnl_discount,58.72,2,497.25
1557,F,M,M,0,19749.3,N,60.366667,20.22,0,13.94,0,CC,Budget,Standard,34.17,1,302.71
1558,F,M,S,1,57626.9,Y,43.906667,9.38,0,38.96,0,CC,Budget,Standard,48.35,1,610.73
1559,F,M,D,0,20078,N,32.846667,9.65,0,6.33,0,CC,Budget,Intnl_discount,15.98,2,283.21
1560,F,F,M,2,47902,N,26.033333,17.44,4.94,49.92,1,Auto,FreeLocal,Standard,72.31,2,1596.41
1565,T,M,M,1,7545.96,Y,16.753333,22.39,0,178.36,0,CC,Budget,Standard,200.75,2,7057.68
1571,T,F,S,0,78851.3,N,48.373333,0.37,0,28.66,0,CC,FreeLocal,Standard,29.04,4,294.71
1572,T,F,S,1,17540.7,Y,62.786667,22.17,0.57,13.45,0,Auto,Budget,Standard,36.2,4,326.29
1573,T,F,M,0,83891.9,Y,61.02,28.92,0,45.47,0,CH,Budget,Standard,74.4,4,673.68
1574,T,F,S,2,28220.8,N,38.766667,26.49,0,12.46,0,CC,FreeLocal,Standard,38.95,4,520.93
1576,T,F,S,0,28589.1,N,15.6,13.19,0,87.09,0,CC,FreeLocal,Standard,100.28,2,3548.85
1578,F,F,M,2,5237.63,N,48.753333,13.32,8.05,56.64,0,CC,Budget,Standard,78.02,3,919.48
1581,T,M,S,2,89459.9,N,53.28,11.54,1.61,22.9,0,CC,FreeLocal,Standard,36.05,2,403.93
1584,T,F,S,1,13576.5,N,39.426667,14.83,0,25.66,0,CC,Budget,Standard,40.49,3,528.37
1588,T,F,M,2,67388,N,53.12,4.79,0.5,91.04,1,CC,Budget,Standard,96.33,4,1068.3
1589,F,F,M,1,57063,Y,52.333333,16.79,0,81.3,0,CH,Budget,Standard,98.1,4,1113.46
1590,T,F,M,2,84166.1,N,54.013333,3.28,0,11.74,1,CC,Budget,Standard,15.02,1,141.96
1591,F,F,S,0,45612.9,N,14.3,12.53,0,311.29,0,CC,Budget,Standard,323.82,4,12918.17
1596,T,F,S,1,7737.94,N,42.666667,11.05,0,50.84,0,CC,FreeLocal,Standard,61.9,3,828.6
1597,T,M,S,2,65000,N,45,21.37,0,293.24,0,CH,Budget,Standard,314.62,1,3674.85
1598,F,F,M,2,45287.6,Y,29.026667,0,0,2.97,0,CC,Budget,Standard,2.97,3,50.19
1599,T,F,M,2,59613.1,N,34.32,12.37,0,163.41,0,CC,Budget,Intnl_discount,175.78,1,2738.25
1601,T,F,S,1,16326.7,N,50.613333,0,0,1.34,0,CC,FreeLocal,Intnl_discount,1.34,3,15.58
1604,T,F,S,2,9559.78,N,51.38,18.31,0,59.59,0,CC,FreeLocal,Standard,77.91,2,777.67
1607,F,F,M,2,42031.8,N,50.753333,20.45,0,39.33,0,CH,Budget,Intnl_discount,59.78,3,668.79
1609,F,F,M,2,83284.1,Y,28.42,26.91,0,9.04,0,Auto,FreeLocal,Intnl_discount,35.96,3,674.45
1610,F,M,M,1,39229.1,N,26.26,28.82,4.74,13.53,0,CC,Budget,Intnl_discount,47.1,4,898.79
1611,F,F,S,0,68427.4,N,42.393333,23.76,0,50.05,0,Auto,FreeLocal,Standard,73.81,2,987.72
1613,T,M,S,0,3601.71,N,49.266667,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount,125.6,4,1484.07
1615,T,F,S,0,98716.3,N,55.66,20.97,8.23,13.92,0,CC,FreeLocal,Standard,43.13,4,439.04
1616,F,F,S,2,66182.7,Y,62.48,11.7,0,47.17,0,Auto,Budget,Standard,58.87,2,562.13
1617,T,F,M,2,84789.3,N,50.433333,14.22,8.8,10.45,0,CH,FreeLocal,Standard,33.47,4,363.69
1619,T,F,M,2,35976.5,Y,48.853333,18.85,0,31.78,0,Auto,FreeLocal,Intnl_discount,50.63,4,573.85
1620,F,F,M,0,32703.1,Y,64.92,16.8,0,56.09,0,CC,Budget,Intnl_discount,72.89,4,578.36
1622,F,F,M,2,8204.72,N,52.973333,15.59,0,24.19,0,CH,FreeLocal,Standard,39.79,1,381.56
1623,F,M,M,1,97180.4,N,33,8.21,9.63,45.66,0,Auto,FreeLocal,Standard,63.51,2,1105.85
1625,T,F,S,2,38280,N,33.74,11.64,0,74.97,0,Auto,FreeLocal,Intnl_discount,86.61,4,1273.45
1626,T,M,S,0,64136.6,Y,61.106667,16.21,1,125.15,0,CC,FreeLocal,Intnl_discount,142.37,1,1364.16
1628,T,F,M,2,45429.7,Y,61.713333,24.7,0,73.04,0,CH,FreeLocal,Standard,97.74,3,934.23
1630,T,F,S,0,25285.5,N,53.986667,9.37,0,11.93,0,CC,FreeLocal,Standard,21.3,2,196.24
1631,F,F,M,2,77551.1,Y,33.6,20.53,0,41.89,1,CC,Budget,Intnl_discount,62.42,2,910.08
1632,T,F,M,0,38538.4,N,12.326667,22.86,8.32,16.48,0,CC,FreeLocal,Standard,47.66,1,1983.5
1639,F,M,M,0,92881.8,N,21.38,2.15,6.12,85.29,0,CC,FreeLocal,Standard,93.57,2,2266.97
1640,T,M,S,2,43634.5,N,21.78,29.44,9.42,104.64,0,CC,Budget,Standard,143.5,3,3353.61
1644,T,F,S,1,13109.1,N,62.606667,22.38,0,40.48,0,Auto,Budget,Standard,62.87,2,588.94
1645,T,M,S,1,92647.5,N,56.046667,16.04,5.74,10.34,0,CC,Budget,Standard,32.13,4,314.93
1646,F,M,S,2,21021.6,Y,62.753333,2,0,11.19,0,CC,Budget,Standard,14.95,2,137.1
1647,T,M,S,0,74460.7,Y,55.34,25.53,0.99,179.93,0,CC,FreeLocal,Standard,206.46,2,2064.93
1650,T,F,S,2,28787.4,N,41.666667,27.97,0,58.09,0,Auto,Budget,Standard,86.06,1,1073.64
1653,F,M,M,1,13091.6,N,59.126667,22.79,0,20.26,0,CC,Budget,Intnl_discount,43.06,4,434.25
1656,F,F,M,2,62061.8,Y,45.92,29.86,0,52.22,0,Auto,FreeLocal,Standard,82.08,2,939.24
1657,T,F,M,1,20550.9,Y,22.12,27.72,0.86,57.06,0,CC,Budget,Standard,85.64,4,2249.55
1660,F,M,M,2,1765.41,N,18.766667,3.04,0,44.95,0,CC,FreeLocal,Standard,47.99,3,1459.03
1663,T,F,S,2,19131.1,N,56.186667,22.15,0,34.91,0,Auto,Budget,Standard,57.07,4,534.32
1669,F,M,M,2,42750.3,Y,50.493333,20.59,1.97,112.4,0,Auto,Budget,Intnl_discount,134.97,1,1458.88
1671,T,F,S,2,2842.55,N,45.92,0,0,0.79,0,Auto,Budget,Intnl_discount,0.79,3,9.93
1672,F,M,M,2,22358.1,N,52.626667,15.54,1.52,12.19,0,CC,Budget,Standard,29.25,1,327.74
1674,F,M,M,0,47870.8,Y,27.26,7,1.17,12.48,0,CC,FreeLocal,Standard,13.82,2,248.63
1675,F,F,S,2,6440.46,Y,70,22.66,0,27.2,0,CH,Budget,Standard,49.86,4,379.94
1676,T,F,S,0,7325.5,N,36.92,28.52,0,161.54,0,CC,FreeLocal,Intnl_discount,190.06,2,3043.74
1677,F,M,M,1,63900.9,N,28.333333,8.36,0,39.04,0,CC,Budget,Standard,47.4,2,939.62
1678,F,M,M,2,28766.9,N,46.84,6.11,0,58.08,0,CC,Budget,Standard,64.2,3,813.6
1680,F,M,M,1,5252.29,N,16.333333,2.65,0,17.08,1,Auto,Budget,Standard,19.73,2,597.95
1684,F,M,M,2,91272.2,Y,25.033333,26.99,0,13.01,0,CC,FreeLocal,Standard,40,2,873.47
1690,T,M,S,0,69000,Y,42,11.63,9.7,115.66,1,CH,FreeLocal,Intnl_discount,137,1,1864.29
1694,F,M,M,2,1406.05,Y,19.306667,11.55,0,15.17,0,CC,Budget,Standard,26.72,2,713.66
1696,F,F,S,0,73228.3,N,61,22.47,0,28.11,0,Auto,Budget,Standard,50.58,3,436.87
1697,F,F,S,2,76231.9,N,63.806667,2.01,0,150.75,0,Auto,FreeLocal,Standard,152.76,3,1164.84
1702,T,M,M,1,64792.3,N,52.146667,13.05,1.51,36.84,0,CH,FreeLocal,Standard,51.41,3,530.72
1705,T,F,S,0,93322.1,Y,40.313333,29.92,0,8.79,0,CH,Budget,Intnl_discount,38.72,1,491.45
1710,T,M,M,1,63437.3,N,63.653333,0.68,3.35,10.94,0,CC,Budget,Intnl_discount,14.98,4,118.05
1714,F,M,M,2,49910.7,Y,51.52,27.42,0,23.72,0,CC,Budget,Standard,51.14,4,505.22
1716,T,M,M,0,76161.4,Y,44.573333,11.96,0,25.58,0,CC,FreeLocal,Standard,37.55,3,502.41
1717,F,F,M,2,55860,Y,14.573333,16.01,0,10.35,0,CC,FreeLocal,Intnl_discount,26.37,3,990.13
1718,T,F,S,1,12686,N,64.8,23.23,0,80.64,0,Auto,Budget,Standard,103.88,3,926.79
1726,F,M,M,2,57360.8,Y,53.253333,10.36,0,57.25,0,CC,FreeLocal,Standard,67.61,3,702.59
1727,T,M,M,1,92414.7,Y,45.513333,29.43,0,10.62,0,CC,FreeLocal,Standard,40.06,4,431.58
1728,T,M,M,0,60102.7,N,42.14,9.84,0,62.44,1,CH,FreeLocal,Standard,72.29,4,1018.93
1730,F,F,M,2,17888.7,N,43,29.41,0,332.46,0,CC,Budget,Standard,361.88,4,4576.98
1731,T,F,S,1,12526.3,N,53.553333,11.72,0,28.86,0,CC,FreeLocal,Intnl_discount,40.59,2,394.91
1734,T,F,S,2,14578.8,Y,60.933333,11.91,0,95.1,0,Auto,Budget,Standard,107.02,2,962.43
1737,T,M,M,0,78572.2,Y,42.346667,21.81,0,29.28,1,CC,FreeLocal,Standard,51.09,2,614.05
1739,F,F,M,2,48238.8,N,34.706667,23.28,0,168.03,0,CC,FreeLocal,Standard,191.32,1,2671.18
1741,F,F,M,0,28770.9,N,12.34,27.99,5.32,16.27,0,CH,FreeLocal,Standard,49.6,4,2276.86
1742,F,F,M,2,87578.2,Y,53.366667,0.29,0,22.15,0,CC,Budget,Standard,22.44,2,207.46
1743,F,F,M,2,86695.4,N,13.906667,25.94,0,32.09,0,CC,FreeLocal,Standard,58.03,3,2177.1
1745,F,F,S,2,76791.2,N,55,20.71,0,23,0,CC,Budget,Intnl_discount,43.71,3,466.44
